"algorithm","initialisation_method","p1","p2","mu1","mu2","sigma1","sigma2","prop_outliers"
"EMCluster","hc",0.50488104274874,0.49511895725126,-0.0642557986396379,4.10508270770773,0.753497700301629,0.860757832159066,0.02
"GMKMcharlie","hc",0.504881126750036,0.495118873249964,-0.0642555437007907,4.1050831551074,0.753498603772296,0.860757762013646,0.02
"flexmix","hc",0.498,0.502,-0.00304867182183541,3.92882666659651,0.298220710600925,1.46463768054474,0.02
"DCEM","hc",0.490612451254264,0.509387548745736,-0.00294569936704153,3.92924392589891,0.29821162170164,1.46356633292602,0.02
"RGMMBench","rebmix",0.490539199495305,0.509460800504695,-0.00306050244677314,3.9287890834546,0.298055480961814,1.46395850363729,0.02
"Rmixmod","rebmix",0.490539777544372,0.509460222455627,-0.00306027121001885,3.92879332200172,0.298055793383626,1.46395384559719,0.02
"mixtools","rebmix",0.49053937663886,0.50946062336114,-0.00306034009391102,3.92879185172139,0.298055582444596,1.46395702784952,0.02
"bgmm","rebmix",0.505302845891477,0.494697154108523,0.00469022681876172,4.02281450036906,0.310497251022486,0.336201041248234,0.02
"mclust","rebmix",0.490589510801192,0.509410489198808,-0.00304033215297176,3.92915798271489,0.298082671461681,1.46355306280971,0.02
"EMCluster","rebmix",0.490649200156803,0.509350799843197,-0.00301627883848878,3.92959561556852,0.29811493267744,1.46307200749874,0.02
"GMKMcharlie","rebmix",0.490538963475921,0.509461036524079,-0.0030605712629096,3.92878732819629,0.298057095469669,1.4639608006067,0.02
"flexmix","rebmix",0.498,0.502,-0.003043612285275,3.92901180085236,0.298229013379084,1.46442781907486,0.02
"DCEM","rebmix",0.490918550168369,0.509081449831631,-0.00290585961164503,3.93156984231127,0.298260732550577,1.46090121313577,0.02
"RGMMBench","kmeans",0.486684569697092,0.513315430302908,-0.0917091486736678,4.07467138006956,0.956211924248668,0.778799044223393,0.02
"Rmixmod","kmeans",0.486684564092461,0.513315435907539,-0.091709187344219,4.07467137124329,0.956211859453161,0.778799047346521,0.02
"mixtools","kmeans",0.486684566687703,0.513315433312297,-0.0917091757834841,4.07467137385941,0.956211888422755,0.778799045375354,0.02
"bgmm","kmeans",0.486059885927869,0.513940114072131,0.012681371668503,3.99523562902376,0.318429154648632,0.298285354853466,0.02
"mclust","kmeans",0.486684388580138,0.513315611419862,-0.0917103989857458,4.07467109545951,0.956209828581673,0.778799143900603,0.02
"EMCluster","kmeans",0.486685287170315,0.513314712829685,-0.0917020883633603,4.0746705094873,0.956225997280786,0.778802619736408,0.02
"GMKMcharlie","kmeans",0.486684570718209,0.513315429281792,-0.0917091402697889,4.07467138038967,0.956212462651012,0.778799688250509,0.02
"flexmix","kmeans",0.4865,0.5135,-0.0917035067298887,4.07467165961932,0.956713646483299,0.779179691438999,0.02
"DCEM","kmeans",0.486678908945304,0.513321091054696,-0.0917483572798707,4.07466260808567,0.956146102093624,0.778801871207642,0.02
"RGMMBench","quantiles",0.50982856674407,0.490171433255931,0.164241840873985,4.00517645402355,1.63767677603,0.28141076767527,0.02
"Rmixmod","quantiles",0.509827341936701,0.490172658063299,0.164232922549962,4.00517613250503,1.63766848513227,0.281411397913867,0.02
"mixtools","quantiles",0.509827724330484,0.490172275669516,0.164230012933191,4.00517598176714,1.63767095173858,0.281411251964783,0.02
"bgmm","quantiles",0.486059885933281,0.513940114066719,0.0126813716097214,3.99523562902376,0.318429154895586,0.298285354853466,0.02
"mclust","quantiles",0.509685406712672,0.490314593287328,0.16319927119633,4.00513875216868,1.63670709321795,0.281484563749019,0.02
"EMCluster","quantiles",0.486684973959754,0.513315026040246,-0.0917063528412594,4.07467201052541,0.956216616036075,0.778798830966284,0.02
"GMKMcharlie","quantiles",0.486684570718209,0.513315429281792,-0.0917091402697889,4.07467138038967,0.956212462651012,0.778799688250509,0.02
"flexmix","quantiles",0.497,0.503,0.163393483056795,4.00513913833804,1.63767795828194,0.281624537192996,0.02
"DCEM","quantiles",0.487780174468056,0.512219825531944,-0.0705572138675407,4.06344028791268,1.08359107763725,0.699000300991298,0.02
"RGMMBench","random",0.45753004192963,0.54246995807037,0.00440835060844544,3.76968582680448,0.290722703752845,1.68243711744251,0.02
"Rmixmod","random",0.457528449613201,0.542471550386799,0.00440788489958336,3.76967516737335,0.290721922245786,1.68244632410704,0.02
"mixtools","random",0.457530147140159,0.542469852859841,0.00440816743119938,3.76968258413674,0.290722723891125,1.68243657906369,0.02
"bgmm","random",0.486059873172776,0.513940126827224,0.0126815101920229,3.99523562902375,0.31842857268078,0.298285354853501,0.02
"mclust","random",0.457387009102663,0.542612990897337,0.00436667257808414,3.76872843120062,0.290652530311635,1.68326374605092,0.02
"EMCluster","random",0.457664097367235,0.542335902632765,0.00444768948543553,3.77058333686381,0.290788517125799,1.68166166402365,0.02
"GMKMcharlie","random",0.45753167900013,0.54246832099987,0.00440888572109408,3.76969673839778,0.290725370297038,1.6824280344522,0.02
"flexmix","random",0.4745,0.5255,0.00436920097240062,3.76854185136068,0.290808554978661,1.68418657836163,0.02
"DCEM","random",0.45684837043751,0.54315162956249,0.00421370172538475,3.76512401173195,0.290389766502278,1.68637189997783,0.02
"RGMMBench","hc",0.509828702957559,0.490171297042441,0.16424283269935,4.00517648977854,1.6376776980746,0.281410697586914,0.02
"Rmixmod","hc",0.509827657583292,0.490172342416708,0.164235220912772,4.00517621535692,1.63767062181649,0.281411235501304,0.02
"mixtools","hc",0.50982765552331,0.49017234447669,0.164229296404714,4.00517595433402,1.63767048119056,0.281411289431816,0.02
"otrimle","hc",0.485793701696265,0.514206298303735,0.0150356671268957,3.9952358048204,0.3103020363219,0.298284608316931,0.02
"bgmm","hc",0.505959909613326,0.494040090386674,0.123425391986616,4.00440511243659,1.54944366585637,0.283132860312899,0.02
"mclust","hc",0.509706731503628,0.490293268496372,0.163356408551203,4.00514249398785,1.63685545402457,0.281476127042875,0.02
"EMCluster","hc",0.509673112263625,0.490326887736375,0.163109720847793,4.00513550306204,1.63662375989649,0.281490913561195,0.02
"GMKMcharlie","hc",0.509829255283846,0.490170744716154,0.16424688959626,4.00517659815688,1.63768180193152,0.281412327745535,0.02
"flexmix","hc",0.497,0.503,0.163550533393479,4.00514286105426,1.63782623132391,0.281616124435595,0.02
"DCEM","hc",0.509219695928734,0.490780304071266,0.160000052474581,4.00481248100112,1.63392830192206,0.282170179063921,0.02
"RGMMBench","rebmix",0.509828847992356,0.490171152007644,0.164243888754435,4.00517652785031,1.63767867982725,0.281410622958352,0.02
"Rmixmod","rebmix",0.509827993670082,0.490172006329918,0.164237668090694,4.00517630359068,1.63767289682097,0.281411062554736,0.02
"mixtools","rebmix",0.509828246689787,0.490171753310213,0.164235494443893,4.0051761928924,1.63767452359,0.281410968197811,0.02
"bgmm","rebmix",0.505972204998427,0.494027795001573,0.123514936217568,4.004409996586,1.54953317177171,0.283124311843813,0.02
"mclust","rebmix",0.509729018938269,0.490270981061731,0.163516913714873,4.00515026401059,1.63700262711766,0.281462053793776,0.02
"EMCluster","rebmix",0.509733937856941,0.490266062143059,0.163552738220892,4.00515156068507,1.63703595305567,0.281459517002305,0.02
"GMKMcharlie","rebmix",0.509829268885458,0.490170731114542,0.164246988634907,4.00517660172713,1.63768189400176,0.281412320747025,0.02
"flexmix","rebmix",0.497,0.503,0.163704877579773,4.00515039776488,1.63796766189409,0.281602491651975,0.02
"DCEM","rebmix",0.509288465346134,0.490711534653866,0.16030700797893,4.00503272569754,1.63401238997261,0.281690874083402,0.02
"RGMMBench","kmeans",0.5044726086604,0.4955273913396,-0.079377723474685,4.08770541266016,0.810427445439733,0.914389127833973,0.02
"Rmixmod","kmeans",0.5044726086604,0.4955273913396,-0.079377723474685,4.08770541266016,0.810427445439733,0.914389127833976,0.02
"mixtools","kmeans",0.50447262325656,0.49552737674344,-0.0793777023284691,4.08770554201097,0.810427435728327,0.914388925182367,0.02
"bgmm","kmeans",0.504057163316863,0.495942836683137,0.00354149145721756,3.99834603282626,0.299203361930214,0.346240681720737,0.02
"mclust","kmeans",0.504472628491681,0.495527371508319,-0.0793776997585199,4.08770555528487,0.810427441508048,0.914388865334241,0.02
"EMCluster","kmeans",0.504472134174746,0.495527865825254,-0.0793752852986164,4.08769894034393,0.810434091385358,0.914403440998157,0.02
"GMKMcharlie","kmeans",0.504472607952544,0.495527392047456,-0.079377722844381,4.08770540606585,0.810428065766409,0.914389687955496,0.02
"flexmix","kmeans",0.5045,0.4955,-0.0793770728861051,4.08770216245968,0.810831554267416,0.914857486211231,0.02
"DCEM","kmeans",0.504473549916485,0.495526450083515,-0.0793775144952997,4.08771311531213,0.810425263205586,0.914374216370454,0.02
"RGMMBench","quantiles",0.504472608192977,0.495527391807023,-0.0793777242288133,4.08770540949717,0.810427445107738,0.914389133498906,0.02
"Rmixmod","quantiles",0.504472603585302,0.495527396414698,-0.0793777372329307,4.08770538398829,0.810427429714002,0.914389174435648,0.02
"mixtools","quantiles",0.504472609029774,0.495527390970226,-0.0793777281116732,4.08770541807773,0.81042743694504,0.914389112658331,0.02
"bgmm","quantiles",0.50405716331686,0.49594283668314,0.00354149145724783,3.99834603282626,0.299203361930085,0.346240681720737,0.02
"mclust","quantiles",0.504472266729384,0.495527733270616,-0.07937905274597,4.08770389049618,0.810425512073791,0.91439118950542,0.02
"EMCluster","quantiles",0.504471326745332,0.495528673254668,-0.0793783257513546,4.08769524570995,0.810429722408773,0.914408588852945,0.02
"GMKMcharlie","quantiles",0.504472607952544,0.495527392047456,-0.079377722844381,4.08770540606585,0.810428065766409,0.914389687955496,0.02
"flexmix","quantiles",0.5045,0.4955,-0.0793784319588993,4.08770048948446,0.810829614116848,0.914859824514783,0.02
"DCEM","quantiles",0.504472266729384,0.495527733270616,-0.07937905274597,4.08770389049618,0.810425512073791,0.91439118950542,0.02
"RGMMBench","random",0.534487934134344,0.465512065865656,0.229829584785239,4.00136776053449,1.68036251333189,0.28589897243286,0.02
"Rmixmod","random",0.534486381471655,0.465513618528345,0.229819006457286,4.00136732670318,1.68035330592724,0.285899849751844,0.02
"mixtools","random",0.534487346082946,0.465512653917054,0.22981980209759,4.00136730089491,1.6803589207908,0.285899375322172,0.02
"bgmm","random",0.504057163316907,0.495942836683093,0.00354149145675463,3.99834603282626,0.299203361932189,0.346240681720737,0.02
"mclust","random",0.534360247080239,0.465639752919761,0.228959588394042,4.00133192787105,1.67960506029378,0.285971174382873,0.02
"EMCluster","random",0.534257674413254,0.465742325586746,0.228260594657522,4.00130294290903,1.67899615707155,0.28602922869723,0.02
"GMKMcharlie","random",0.534488908051748,0.465511091948252,0.229836273873597,4.00136797089067,1.6803686808718,0.285900346956723,0.02
"flexmix","random",0.517,0.483,0.229136627732227,4.00132811978486,1.68053209868086,0.286124463569723,0.02
"DCEM","random",0.533900682485824,0.466099317514176,0.225828107653044,4.00119944739523,1.67687616587486,0.286232906848086,0.02
"RGMMBench","hc",0.48038814252608,0.51961185747392,-0.00493559799043981,3.82573470298474,0.281902824472706,1.63285982777998,0.02
"Rmixmod","hc",0.480389487898202,0.519610512101798,-0.00493514135681797,3.82574419916492,0.281903592977705,1.63285111218869,0.02
"mixtools","hc",0.480388426383357,0.519611573616643,-0.00493526477747248,3.82574083475169,0.28190302376728,1.63285790562542,0.02
"otrimle","hc",0.505084273955169,0.494915726044832,0.00373208623542127,3.98862172110456,0.298634524958576,0.310775283766319,0.02
"bgmm","hc",0.504057162618665,0.495942837381335,0.00354149868058051,3.99834603282626,0.299203331129301,0.346240681720739,0.02
"mclust","hc",0.480521405771672,0.519478594228328,-0.00488971812685312,3.82667495597299,0.281979435611897,1.63199716041082,0.02
"EMCluster","hc",0.504472441270428,0.495527558729572,-0.0793779899193143,4.08770427626735,0.810427334344768,0.914391166268698,0.02
"GMKMcharlie","hc",0.504472607952544,0.495527392047456,-0.079377722844381,4.08770540606585,0.810428065766409,0.914389687955496,0.02
"flexmix","hc",0.493,0.507,-0.00488805129611013,3.82649483203204,0.282123792138739,1.63293923455484,0.02
"DCEM","hc",0.481820283603009,0.518179716396991,-0.00407285331601832,3.83551967187884,0.283320830702629,1.62423175829456,0.02
"RGMMBench","rebmix",0.480388121286872,0.519611878713128,-0.00493560519937669,3.82573455307032,0.281902812340155,1.63285996537048,0.02
"Rmixmod","rebmix",0.480389440557334,0.519610559442666,-0.00493515743005182,3.82574386501798,0.2819035659315,1.63285141886408,0.02
"mixtools","rebmix",0.480388982784915,0.519611017215085,-0.00493498025955048,3.82574642899617,0.281903356564854,1.63285426753141,0.02
"bgmm","rebmix",0.504057162554893,0.495942837445107,0.00354149934034078,3.99834603282626,0.299203328316038,0.346240681720739,0.02
"mclust","rebmix",0.480518823467795,0.519481176532205,-0.00489107238405174,3.82665716222289,0.281977522397085,1.63201294819742,0.02
"EMCluster","rebmix",0.480507861545362,0.519492138454638,-0.00489482017570479,3.82657977839316,0.281971253039785,1.63208401143181,0.02
"GMKMcharlie","rebmix",0.480387333894143,0.519612666105857,-0.00493580865830738,3.82572893638134,0.281904285209203,1.63286548697599,0.02
"flexmix","rebmix",0.493,0.507,-0.00488908215218538,3.82648372934641,0.282122419897417,1.63294887519551,0.02
"DCEM","rebmix",0.481044665455227,0.518955334544773,-0.00470799895953366,3.83036985639159,0.282279497257156,1.62859988756516,0.02
"RGMMBench","kmeans",0.531876519418352,0.468123480581648,0.106051611494055,4.00341815239506,1.61020306603099,0.28341922765991,0.02
"Rmixmod","kmeans",0.531874526266116,0.468125473733884,0.106037457284973,4.00341764017858,1.61018910088519,0.283421194037529,0.02
"mixtools","kmeans",0.531875690215742,0.468124309784258,0.106040369602009,4.00341769305849,1.61019705466417,0.283420240732075,0.02
"bgmm","kmeans",0.505805378124688,0.494194621875312,0.00156225173539291,3.99357065244979,0.334366742486809,0.327012896681906,0.02
"mclust","kmeans",0.531695193356558,0.468304806643442,0.104763773556839,4.00337126651032,1.60893174680795,0.283598395921745,0.02
"EMCluster","kmeans",0.531695269848581,0.468304730151419,0.104764316897462,4.00337128641346,1.60893228346811,0.283598320223539,0.02
"GMKMcharlie","kmeans",0.531878034220273,0.468121965779727,0.106062400137487,4.00341850592657,1.61021402939355,0.283419733931743,0.02
"flexmix","kmeans",0.5205,0.4795,0.1048909738035,4.00336737257223,1.60980275136708,0.283755996224314,0.02
"DCEM","kmeans",0.53123415855566,0.46876584144434,0.101488064543625,4.0032491901922,1.60569212286391,0.284056515334396,0.02
"RGMMBench","quantiles",0.531877149644828,0.468122850355172,0.106056086987572,4.00341831434154,1.61020748170842,0.283418605913612,0.02
"Rmixmod","quantiles",0.531875705051326,0.468124294948674,0.106045828337686,4.00341794312067,1.61019736014291,0.283420031079075,0.02
"mixtools","quantiles",0.531876644809894,0.468123355190106,0.106048786850219,4.00341801373637,1.61020380473698,0.283419239290341,0.02
"bgmm","quantiles",0.505805378114472,0.494194621885528,0.00156225169909373,3.99357065241669,0.334366742386093,0.327012896838583,0.02
"mclust","quantiles",0.531629770616293,0.468370229383707,0.104299041630664,4.00335420253487,1.60847264240477,0.283663178015388,0.02
"EMCluster","quantiles",0.531695237210482,0.468304762789518,0.104764085061548,4.00337127792098,1.60893205448277,0.283598352523082,0.02
"GMKMcharlie","quantiles",0.531878034158167,0.468121965841833,0.106062399696451,4.00341850591061,1.61021402895841,0.28341973399301,0.02
"flexmix","quantiles",0.5205,0.4795,0.104426634144109,4.00335034365058,1.60934403079853,0.283820672516411,0.02
"DCEM","quantiles",0.531003291537395,0.468996708462605,0.0998472071617,4.00318631707223,1.60406637726438,0.284287337893748,0.02
"RGMMBench","random",0.531876519509845,0.468123480490155,0.106051612143785,4.00341815241857,1.61020306667203,0.283419227569652,0.02
"Rmixmod","random",0.531874526437248,0.468125473562752,0.106037458500255,4.00341764022257,1.61018910208425,0.283421193868693,0.02
"mixtools","random",0.531875578084379,0.468124421915621,0.10603938087452,4.00341765538869,1.61019626176374,0.283420358367271,0.02
"bgmm","random",0.519976649319658,0.480023350680342,-0.0141848442068067,3.99962130117541,1.33624456365473,0.293772397019209,0.02
"mclust","random",0.531695200703132,0.468304799296868,0.104763825741276,4.00337126842188,1.6089317983508,0.283598388651437,0.02
"EMCluster","random",0.531635424157887,0.468364575842113,0.1043392033366,4.00335568019777,1.60851232475635,0.283657577186228,0.02
"GMKMcharlie","random",0.531877920396983,0.468122079603017,0.1060615918335,4.00341847668024,1.61021323189856,0.283419846219056,0.02
"flexmix","random",0.5205,0.4795,0.104889582638292,4.00336732170113,1.60980137726831,0.28375618983572,0.02
