"algorithm","time","nobservations","prop_outliers"
"mixtools",0.00170149,200,0.02
"Rmixmod",0.004844611,200,0.02
"otrimle",0.216569821,200,0.02
"EMCluster",0.001238111,200,0.02
"bgmm",0.002938878,200,0.02
"flexmix",0.010576354,200,0.02
"DCEM",0.019327165,200,0.02
"GMKMcharlie",0.002872936,200,0.02
"mclust",0.000952305,200,0.02
"RGMMBench",0.009671107,200,0.02
"mixtools",0.001569372,200,0.02
"Rmixmod",0.003299806,200,0.02
"otrimle",0.217351056,200,0.02
"EMCluster",0.001256084,200,0.02
"bgmm",0.002675285,200,0.02
"flexmix",0.010146488,200,0.02
"DCEM",0.021570842,200,0.02
"GMKMcharlie",0.003055828,200,0.02
"mclust",0.001066068,200,0.02
"RGMMBench",0.010423127,200,0.02
"mixtools",0.001622301,200,0.02
"Rmixmod",0.003670579,200,0.02
"otrimle",0.210023271,200,0.02
"EMCluster",0.001331606,200,0.02
"bgmm",0.002711722,200,0.02
"flexmix",0.011336649,200,0.02
"DCEM",0.013908179,200,0.02
"GMKMcharlie",0.003325815,200,0.02
"mclust",0.001124288,200,0.02
"RGMMBench",0.009690693,200,0.02
"mixtools",0.001722118,200,0.02
"Rmixmod",0.004834702,200,0.02
"otrimle",0.20440491,200,0.02
"EMCluster",0.001113408,200,0.02
"bgmm",0.002160711,200,0.02
"flexmix",0.009339506,200,0.02
"DCEM",0.013925602,200,0.02
"GMKMcharlie",0.002989684,200,0.02
"mclust",0.000855233,200,0.02
"RGMMBench",0.009142768,200,0.02
"mixtools",0.001417407,200,0.02
"Rmixmod",0.003303664,200,0.02
"otrimle",0.208401061,200,0.02
"EMCluster",0.0011684,200,0.02
"bgmm",0.002439843,200,0.02
"flexmix",0.009492563,200,0.02
"DCEM",0.014317065,200,0.02
"GMKMcharlie",0.002786573,200,0.02
"mclust",0.000916128,200,0.02
"RGMMBench",0.009243766,200,0.02
"mixtools",0.001442264,200,0.02
"Rmixmod",0.003231467,200,0.02
"otrimle",0.209384063,200,0.02
"EMCluster",0.001278667,200,0.02
"bgmm",0.002603741,200,0.02
"flexmix",0.011154388,200,0.02
"DCEM",0.013944356,200,0.02
"GMKMcharlie",0.003236527,200,0.02
"mclust",0.001097287,200,0.02
"RGMMBench",0.009655237,200,0.02
"mixtools",0.001653138,200,0.02
"Rmixmod",0.004738471,200,0.02
"otrimle",0.205237712,200,0.02
"EMCluster",0.001066018,200,0.02
"bgmm",0.002466123,200,0.02
"flexmix",0.009485819,200,0.02
"DCEM",0.014349084,200,0.02
"GMKMcharlie",0.002749233,200,0.02
"mclust",0.00089645,200,0.02
"RGMMBench",0.009226984,200,0.02
"mixtools",0.001371831,200,0.02
"Rmixmod",0.003268327,200,0.02
"otrimle",0.204899207,200,0.02
"EMCluster",0.001074164,200,0.02
"bgmm",0.002232145,200,0.02
"flexmix",0.009613789,200,0.02
"DCEM",0.014281238,200,0.02
"GMKMcharlie",0.002780233,200,0.02
"mclust",0.000878867,200,0.02
"RGMMBench",0.009229219,200,0.02
"mixtools",0.001359298,200,0.02
"Rmixmod",0.003277051,200,0.02
"otrimle",0.212418611,200,0.02
"EMCluster",0.001301309,200,0.02
"bgmm",0.002640218,200,0.02
"flexmix",0.011105766,200,0.02
"DCEM",0.014300012,200,0.02
"GMKMcharlie",0.003313981,200,0.02
"mclust",0.001107617,200,0.02
"RGMMBench",0.009535704,200,0.02
"mixtools",0.001691019,200,0.02
"Rmixmod",0.004568133,200,0.02
"otrimle",0.205514069,200,0.02
"EMCluster",0.001139837,200,0.02
"bgmm",0.002286095,200,0.02
"flexmix",0.009387205,200,0.02
"DCEM",0.014558609,200,0.02
"GMKMcharlie",0.002946624,200,0.02
"mclust",0.000947767,200,0.02
"RGMMBench",0.009210795,200,0.02
"mixtools",0.001346444,200,0.02
"Rmixmod",0.003213123,200,0.02
"otrimle",0.216532151,200,0.02
"EMCluster",0.001332308,200,0.02
"bgmm",0.002664495,200,0.02
"flexmix",0.011863086,200,0.02
"DCEM",0.014698501,200,0.02
"GMKMcharlie",0.003344439,200,0.02
"mclust",0.001128346,200,0.02
"RGMMBench",0.009538098,200,0.02
"mixtools",0.00171817,200,0.02
"Rmixmod",0.00477501,200,0.02
"otrimle",0.203169816,200,0.02
"EMCluster",0.001011797,200,0.02
"bgmm",0.002139732,200,0.02
"flexmix",0.009418643,200,0.02
"DCEM",0.013869306,200,0.02
"GMKMcharlie",0.002971159,200,0.02
"mclust",0.000834575,200,0.02
"RGMMBench",0.009220472,200,0.02
"mixtools",0.001438607,200,0.02
"Rmixmod",0.003285699,200,0.02
"otrimle",0.196857284,200,0.02
"EMCluster",0.001032285,200,0.02
"bgmm",0.002111117,200,0.02
"flexmix",0.009178774,200,0.02
"DCEM",0.013820043,200,0.02
"GMKMcharlie",0.002891049,200,0.02
"mclust",0.000936936,200,0.02
"RGMMBench",0.009268713,200,0.02
"mixtools",0.00136514,200,0.02
"Rmixmod",0.003319712,200,0.02
"otrimle",0.190709421,200,0.02
"EMCluster",0.001015303,200,0.02
"bgmm",0.002083696,200,0.02
"flexmix",0.009368721,200,0.02
"DCEM",0.013870017,200,0.02
"GMKMcharlie",0.002703617,200,0.02
"mclust",0.000913693,200,0.02
"RGMMBench",0.009119614,200,0.02
"mixtools",0.001465036,200,0.02
"Rmixmod",0.003347705,200,0.02
"otrimle",0.198884464,200,0.02
"EMCluster",0.001058334,200,0.02
"bgmm",0.002113772,200,0.02
"flexmix",0.009294812,200,0.02
"DCEM",0.013881469,200,0.02
"GMKMcharlie",0.002723555,200,0.02
"mclust",0.000868759,200,0.02
"RGMMBench",0.009371346,200,0.02
"mixtools",0.001340904,200,0.02
"Rmixmod",0.003160795,200,0.02
"otrimle",0.202430379,200,0.02
"EMCluster",0.001273998,200,0.02
"bgmm",0.002563265,200,0.02
"flexmix",0.010648089,200,0.02
"DCEM",0.014128511,200,0.02
"GMKMcharlie",0.003307179,200,0.02
"mclust",0.001059526,200,0.02
"RGMMBench",0.009397915,200,0.02
"mixtools",0.001665843,200,0.02
"Rmixmod",0.004558936,200,0.02
"otrimle",0.216151237,200,0.02
"EMCluster",0.001026534,200,0.02
"bgmm",0.002073236,200,0.02
"flexmix",0.009263674,200,0.02
"DCEM",0.013938806,200,0.02
"GMKMcharlie",0.002736059,200,0.02
"mclust",0.000853991,200,0.02
"RGMMBench",0.009167914,200,0.02
"mixtools",0.001539665,200,0.02
"Rmixmod",0.003154071,200,0.02
"otrimle",0.210125312,200,0.02
"EMCluster",0.001302893,200,0.02
"bgmm",0.002725178,200,0.02
"flexmix",0.011766315,200,0.02
"DCEM",0.014470662,200,0.02
"GMKMcharlie",0.003295728,200,0.02
"mclust",0.001080475,200,0.02
"RGMMBench",0.009599484,200,0.02
"mixtools",0.00168088,200,0.02
"Rmixmod",0.004683128,200,0.02
"otrimle",0.196148565,200,0.02
"EMCluster",0.001285599,200,0.02
"bgmm",0.002620802,200,0.02
"flexmix",0.010599748,200,0.02
"DCEM",0.014011442,200,0.02
"GMKMcharlie",0.003260552,200,0.02
"mclust",0.001100122,200,0.02
"RGMMBench",0.01236697,200,0.02
"mixtools",0.001427445,200,0.02
"Rmixmod",0.003648048,200,0.02
"otrimle",0.184317761,200,0.02
"EMCluster",0.001295118,200,0.02
"bgmm",0.002365745,200,0.02
"flexmix",0.009631602,200,0.02
"DCEM",0.01381792,200,0.02
"GMKMcharlie",0.00316398,200,0.02
"mclust",0.000989976,200,0.02
"RGMMBench",0.009351727,200,0.02
"mixtools",0.001667575,200,0.02
"Rmixmod",0.003631468,200,0.02
"otrimle",0.191607714,200,0.02
"EMCluster",0.001315366,200,0.02
"bgmm",0.002223959,200,0.02
"flexmix",0.009572472,200,0.02
"DCEM",0.013872331,200,0.02
"GMKMcharlie",0.002864921,200,0.02
"mclust",0.00096541,200,0.02
"RGMMBench",0.009401871,200,0.02
"mixtools",0.00162707,200,0.02
"Rmixmod",0.003471897,200,0.02
"otrimle",0.176706025,200,0.02
"EMCluster",0.001186394,200,0.02
"bgmm",0.00242204,200,0.02
"flexmix",0.009916799,200,0.02
"DCEM",0.01451722,200,0.02
"GMKMcharlie",0.003016354,200,0.02
"mclust",0.000983264,200,0.02
"RGMMBench",0.009637574,200,0.02
"mixtools",0.001511555,200,0.02
"Rmixmod",0.003602452,200,0.02
"otrimle",0.193364046,200,0.02
"EMCluster",0.001262697,200,0.02
"bgmm",0.00243259,200,0.02
"flexmix",0.009790782,200,0.02
"DCEM",0.013989531,200,0.02
"GMKMcharlie",0.003181483,200,0.02
"mclust",0.00098119,200,0.02
"RGMMBench",0.009590426,200,0.02
"mixtools",0.001644262,200,0.02
"Rmixmod",0.00391089,200,0.02
"otrimle",0.180843198,200,0.02
"EMCluster",0.001279358,200,0.02
"bgmm",0.002352208,200,0.02
"flexmix",0.009557304,200,0.02
"DCEM",0.013662798,200,0.02
"GMKMcharlie",0.003099529,200,0.02
"mclust",0.001097197,200,0.02
"RGMMBench",0.009318706,200,0.02
"mixtools",0.001567789,200,0.02
"Rmixmod",0.003656203,200,0.02
"otrimle",0.194925534,200,0.02
"EMCluster",0.001143052,200,0.02
"bgmm",0.002241202,200,0.02
"flexmix",0.009646681,200,0.02
"DCEM",0.013934179,200,0.02
"GMKMcharlie",0.002878496,200,0.02
"mclust",0.001006848,200,0.02
"RGMMBench",0.009286897,200,0.02
"mixtools",0.001430823,200,0.02
"Rmixmod",0.003449436,200,0.02
"otrimle",0.195874151,200,0.02
"EMCluster",0.00117367,200,0.02
"bgmm",0.002413825,200,0.02
"flexmix",0.010223161,200,0.02
"DCEM",0.013986275,200,0.02
"GMKMcharlie",0.002968995,200,0.02
"mclust",0.001218023,500,0.02
"RGMMBench",0.024329713,500,0.02
"mixtools",0.002252893,500,0.02
"Rmixmod",0.004485127,500,0.02
"otrimle",0.259623257,500,0.02
"EMCluster",0.002895046,500,0.02
"bgmm",0.002950981,500,0.02
"flexmix",0.010832724,500,0.02
"DCEM",0.032333544,500,0.02
"GMKMcharlie",0.004086309,500,0.02
"mclust",0.001264761,500,0.02
"RGMMBench",0.02500649,500,0.02
"mixtools",0.00245939,500,0.02
"Rmixmod",0.004288367,500,0.02
"otrimle",0.274272766,500,0.02
"EMCluster",0.002824855,500,0.02
"bgmm",0.002941884,500,0.02
"flexmix",0.010401505,500,0.02
"DCEM",0.031411396,500,0.02
"GMKMcharlie",0.003960804,500,0.02
"mclust",0.001369116,500,0.02
"RGMMBench",0.02402438,500,0.02
"mixtools",0.002366756,500,0.02
"Rmixmod",0.004037226,500,0.02
"otrimle",0.25713793,500,0.02
"EMCluster",0.002717764,500,0.02
"bgmm",0.002964267,500,0.02
"flexmix",0.014282761,500,0.02
"DCEM",0.035823585,500,0.02
"GMKMcharlie",0.004278921,500,0.02
"mclust",0.001256136,500,0.02
"RGMMBench",0.024910029,500,0.02
"mixtools",0.002467435,500,0.02
"Rmixmod",0.005475753,500,0.02
"otrimle",0.265718502,500,0.02
"EMCluster",0.002743302,500,0.02
"bgmm",0.003314203,500,0.02
"flexmix",0.014658715,500,0.02
"DCEM",0.038240335,500,0.02
"GMKMcharlie",0.004376352,500,0.02
"mclust",0.001181024,500,0.02
"RGMMBench",0.025423402,500,0.02
"mixtools",0.002358131,500,0.02
"Rmixmod",0.005753163,500,0.02
"otrimle",0.255296038,500,0.02
"EMCluster",0.002778619,500,0.02
"bgmm",0.003288935,500,0.02
"flexmix",0.013756284,500,0.02
"DCEM",0.035547638,500,0.02
"GMKMcharlie",0.004468465,500,0.02
"mclust",0.001078662,500,0.02
"RGMMBench",0.025008705,500,0.02
"mixtools",0.002293969,500,0.02
"Rmixmod",0.005086784,500,0.02
"otrimle",0.286757596,500,0.02
"EMCluster",0.002608259,500,0.02
"bgmm",0.002866763,500,0.02
"flexmix",0.010114598,500,0.02
"DCEM",0.031236888,500,0.02
"GMKMcharlie",0.004014394,500,0.02
"mclust",0.001025823,500,0.02
"RGMMBench",0.024129717,500,0.02
"mixtools",0.002253744,500,0.02
"Rmixmod",0.004018182,500,0.02
"otrimle",0.299186612,500,0.02
"EMCluster",0.002826578,500,0.02
"bgmm",0.003260902,500,0.02
"flexmix",0.014807244,500,0.02
"DCEM",0.043680462,500,0.02
"GMKMcharlie",0.004325317,500,0.02
"mclust",0.001303093,500,0.02
"RGMMBench",0.025394096,500,0.02
"mixtools",0.002525995,500,0.02
"Rmixmod",0.005703961,500,0.02
"otrimle",0.277048899,500,0.02
"EMCluster",0.002596547,500,0.02
"bgmm",0.002643715,500,0.02
"flexmix",0.010177396,500,0.02
"DCEM",0.031256605,500,0.02
"GMKMcharlie",0.003967627,500,0.02
"mclust",0.001060398,500,0.02
"RGMMBench",0.024144433,500,0.02
"mixtools",0.002223247,500,0.02
"Rmixmod",0.004007962,500,0.02
"otrimle",0.287062477,500,0.02
"EMCluster",0.002772177,500,0.02
"bgmm",0.003183337,500,0.02
"flexmix",0.014574057,500,0.02
"DCEM",0.041207146,500,0.02
"GMKMcharlie",0.004292817,500,0.02
"mclust",0.001281883,500,0.02
"RGMMBench",0.02499066,500,0.02
"mixtools",0.002470671,500,0.02
"Rmixmod",0.005597601,500,0.02
"otrimle",0.278729078,500,0.02
"EMCluster",0.002610564,500,0.02
"bgmm",0.002858728,500,0.02
"flexmix",0.010137973,500,0.02
"DCEM",0.031248721,500,0.02
"GMKMcharlie",0.003956837,500,0.02
"mclust",0.001111754,500,0.02
"RGMMBench",0.02409944,500,0.02
"mixtools",0.002286616,500,0.02
"Rmixmod",0.003978787,500,0.02
"otrimle",0.274207003,500,0.02
"EMCluster",0.002791082,500,0.02
"bgmm",0.003215177,500,0.02
"flexmix",0.014848021,500,0.02
"DCEM",0.042961062,500,0.02
"GMKMcharlie",0.004397662,500,0.02
"mclust",0.001323921,500,0.02
"RGMMBench",0.025692907,500,0.02
"mixtools",0.002580677,500,0.02
"Rmixmod",0.005616278,500,0.02
"otrimle",0.269639902,500,0.02
"EMCluster",0.002821369,500,0.02
"bgmm",0.003227651,500,0.02
"flexmix",0.014822091,500,0.02
"DCEM",0.04043557,500,0.02
"GMKMcharlie",0.004392392,500,0.02
"mclust",0.001233663,500,0.02
"RGMMBench",0.025710831,500,0.02
"mixtools",0.00237374,500,0.02
"Rmixmod",0.005666651,500,0.02
"otrimle",0.267828297,500,0.02
"EMCluster",0.002776734,500,0.02
"bgmm",0.003208884,500,0.02
"flexmix",0.014033544,500,0.02
"DCEM",0.043458847,500,0.02
"GMKMcharlie",0.004340106,500,0.02
"mclust",0.001304654,500,0.02
"RGMMBench",0.025707564,500,0.02
"mixtools",0.002498463,500,0.02
"Rmixmod",0.005637668,500,0.02
"otrimle",0.284331729,500,0.02
"EMCluster",0.002873556,500,0.02
"bgmm",0.002855823,500,0.02
"flexmix",0.010204316,500,0.02
"DCEM",0.031297112,500,0.02
"GMKMcharlie",0.00394811,500,0.02
"mclust",0.001128735,500,0.02
"RGMMBench",0.024191382,500,0.02
"mixtools",0.00226258,500,0.02
"Rmixmod",0.003989167,500,0.02
"otrimle",0.277743871,500,0.02
"EMCluster",0.002838931,500,0.02
"bgmm",0.003221949,500,0.02
"flexmix",0.014848851,500,0.02
"DCEM",0.043074015,500,0.02
"GMKMcharlie",0.004351847,500,0.02
"mclust",0.00129091,500,0.02
"RGMMBench",0.025439382,500,0.02
"mixtools",0.002460902,500,0.02
"Rmixmod",0.005717728,500,0.02
"otrimle",0.272704396,500,0.02
"EMCluster",0.002574156,500,0.02
"bgmm",0.002659655,500,0.02
"flexmix",0.010222511,500,0.02
"DCEM",0.030935243,500,0.02
"GMKMcharlie",0.003918045,500,0.02
"mclust",0.001026545,500,0.02
"RGMMBench",0.024059276,500,0.02
"mixtools",0.002074178,500,0.02
"Rmixmod",0.003977785,500,0.02
"otrimle",0.279993909,500,0.02
"EMCluster",0.002833831,500,0.02
"bgmm",0.003133825,500,0.02
"flexmix",0.013887179,500,0.02
"DCEM",0.039339736,500,0.02
"GMKMcharlie",0.004304439,500,0.02
"mclust",0.001287985,500,0.02
"RGMMBench",0.025381684,500,0.02
"mixtools",0.002441006,500,0.02
"Rmixmod",0.005590929,500,0.02
"otrimle",0.272478242,500,0.02
"EMCluster",0.00262418,500,0.02
"bgmm",0.002682468,500,0.02
"flexmix",0.010134155,500,0.02
"DCEM",0.031369378,500,0.02
"GMKMcharlie",0.003941537,500,0.02
"mclust",0.001029299,500,0.02
"RGMMBench",0.024172848,500,0.02
"mixtools",0.002046606,500,0.02
"Rmixmod",0.003962037,500,0.02
"otrimle",0.278653416,500,0.02
"EMCluster",0.002645178,500,0.02
"bgmm",0.002637404,500,0.02
"flexmix",0.010195741,500,0.02
"DCEM",0.031395225,500,0.02
"GMKMcharlie",0.003948722,500,0.02
"mclust",0.001033948,500,0.02
"RGMMBench",0.024217611,500,0.02
"mixtools",0.002008295,500,0.02
"Rmixmod",0.003961756,500,0.02
"otrimle",0.2883181,500,0.02
"EMCluster",0.002582751,500,0.02
"bgmm",0.002661067,500,0.02
"flexmix",0.010116913,500,0.02
"DCEM",0.031196402,500,0.02
"GMKMcharlie",0.003922201,500,0.02
"mclust",0.001085164,500,0.02
"RGMMBench",0.024082007,500,0.02
"mixtools",0.002066063,500,0.02
"Rmixmod",0.003786437,500,0.02
"otrimle",0.272320276,500,0.02
"EMCluster",0.002750515,500,0.02
"bgmm",0.003133884,500,0.02
"flexmix",0.01280467,500,0.02
"DCEM",0.035209704,500,0.02
"GMKMcharlie",0.004323053,500,0.02
"mclust",0.001183078,500,0.02
"RGMMBench",0.025536032,500,0.02
"mixtools",0.002398696,500,0.02
"Rmixmod",0.005533822,500,0.02
"otrimle",0.28558587,500,0.02
"EMCluster",0.00276897,500,0.02
"bgmm",0.003044948,500,0.02
"flexmix",0.012375737,500,0.02
"DCEM",0.044194896,500,0.02
"GMKMcharlie",0.00437471,500,0.02
"mclust",0.001133395,500,0.02
"RGMMBench",0.023954609,500,0.02
"mixtools",0.002127598,500,0.02
"Rmixmod",0.004841044,500,0.02
"otrimle",0.273289273,500,0.02
"EMCluster",0.002740948,500,0.02
"bgmm",0.002747109,500,0.02
"flexmix",0.010410203,500,0.02
"DCEM",0.03118464,500,0.02
"GMKMcharlie",0.003971265,500,0.02
"mclust",0.001196171,500,0.02
"RGMMBench",0.023866815,500,0.02
"mixtools",0.00216639,500,0.02
"Rmixmod",0.004414063,500,0.02
"otrimle",0.26589334,500,0.02
"EMCluster",0.002684171,500,0.02
"bgmm",0.002798315,500,0.02
"flexmix",0.010288265,500,0.02
"DCEM",0.031160806,500,0.02
"GMKMcharlie",0.004047597,500,0.02
"mclust",0.001158962,500,0.02
"RGMMBench",0.024026174,500,0.02
"mixtools",0.002137547,500,0.02
"Rmixmod",0.00418231,500,0.02
"otrimle",0.258487199,500,0.02
"EMCluster",0.002802763,500,0.02
"bgmm",0.00290191,500,0.02
"flexmix",0.011047156,500,0.02
"DCEM",0.032501979,500,0.02
"GMKMcharlie",0.004137446,500,0.02
"mclust",0.0012427,500,0.02
"RGMMBench",0.024562508,500,0.02
"mixtools",0.002363529,500,0.02
"Rmixmod",0.004198941,500,0.02
"otrimle",0.266227256,500,0.02
"EMCluster",0.00279026,500,0.02
"bgmm",0.003012296,500,0.02
"flexmix",0.011173443,500,0.02
"DCEM",0.047532892,500,0.02
"GMKMcharlie",0.004050432,500,0.02
"mclust",0.001247548,500,0.02
"RGMMBench",0.024522072,500,0.02
"mixtools",0.00248625,500,0.02
"Rmixmod",0.004178582,500,0.02
"otrimle",0.269102605,500,0.02
"EMCluster",0.002869268,500,0.02
"bgmm",0.003283234,500,0.02
"flexmix",0.013863746,500,0.02
"DCEM",0.044108463,500,0.02
"GMKMcharlie",0.004497971,500,0.02
"mclust",0.001304155,500,0.02
"RGMMBench",0.025152734,500,0.02
"mixtools",0.002546894,500,0.02
"Rmixmod",0.004931585,500,0.02
"otrimle",0.262319871,500,0.02
"EMCluster",0.002720079,500,0.02
"bgmm",0.003250503,500,0.02
"flexmix",0.012912032,500,0.02
"DCEM",0.039181991,500,0.02
"GMKMcharlie",0.004339995,500,0.02
"mclust",0.00117362,500,0.02
"RGMMBench",0.024706629,500,0.02
"mixtools",0.002291926,500,0.02
"Rmixmod",0.00532432,500,0.02
"otrimle",0.262335001,500,0.02
"EMCluster",0.002760765,500,0.02
"bgmm",0.003057761,500,0.02
"flexmix",0.01357775,500,0.02
"DCEM",0.036171918,500,0.02
"GMKMcharlie",0.004227855,500,0.02
"mclust",0.001182396,500,0.02
"RGMMBench",0.024578518,500,0.02
"mixtools",0.002338664,500,0.02
"Rmixmod",0.005298592,500,0.02
"otrimle",0.256454369,500,0.02
"EMCluster",0.002739796,500,0.02
"bgmm",0.002982681,500,0.02
"flexmix",0.01291092,500,0.02
"DCEM",0.036383033,500,0.02
"GMKMcharlie",0.004095186,500,0.02
"mclust",0.001162991,500,0.02
"RGMMBench",0.025100967,500,0.02
"mixtools",0.002259325,500,0.02
"Rmixmod",0.00513755,500,0.02
"otrimle",0.271141526,500,0.02
"EMCluster",0.002744675,500,0.02
"bgmm",0.00302532,500,0.02
"flexmix",0.012953168,500,0.02
"DCEM",0.037873947,500,0.02
"GMKMcharlie",0.004199081,500,0.02
"mclust",0.001172809,500,0.02
"RGMMBench",0.024514639,500,0.02
"mixtools",0.002416149,500,0.02
"Rmixmod",0.004434793,500,0.02
"otrimle",0.262493829,500,0.02
"EMCluster",0.002798144,500,0.02
"bgmm",0.002892291,500,0.02
"flexmix",0.010231748,500,0.02
"DCEM",0.031213645,500,0.02
"GMKMcharlie",0.004234968,500,0.02
"mclust",0.001303503,500,0.02
"RGMMBench",0.024255613,500,0.02
"mixtools",0.002311474,500,0.02
"Rmixmod",0.004455381,500,0.02
"otrimle",0.263972679,500,0.02
"EMCluster",0.002846496,500,0.02
"bgmm",0.002905145,500,0.02
"flexmix",0.010599356,500,0.02
"DCEM",0.038696981,500,0.02
"GMKMcharlie",0.004035935,500,0.02
"mclust",0.001050319,500,0.02
"RGMMBench",0.024145878,500,0.02
"mixtools",0.002099766,500,0.02
"Rmixmod",0.003992393,500,0.02
"otrimle",0.264909957,500,0.02
"EMCluster",0.002862005,500,0.02
"bgmm",0.003372171,500,0.02
"flexmix",0.015258951,500,0.02
"DCEM",0.043699727,500,0.02
"GMKMcharlie",0.004466733,500,0.02
"mclust",0.001134758,500,0.02
"RGMMBench",0.02411543,500,0.02
"mixtools",0.002137196,500,0.02
"Rmixmod",0.004183501,500,0.02
"otrimle",0.272523626,500,0.02
"EMCluster",0.0028222,500,0.02
"bgmm",0.002869509,500,0.02
"flexmix",0.010282672,500,0.02
"DCEM",0.031521752,500,0.02
"GMKMcharlie",0.005603914,500,0.02
"mclust",0.001282183,500,0.02
"RGMMBench",0.024086386,500,0.02
"mixtools",0.002391363,500,0.02
"Rmixmod",0.004378186,500,0.02
"otrimle",0.271736521,500,0.02
"EMCluster",0.00276327,500,0.02
"bgmm",0.002878946,500,0.02
"flexmix",0.010784955,500,0.02
"DCEM",0.031953982,500,0.02
"GMKMcharlie",0.004253062,500,0.02
"mclust",0.001217862,500,0.02
"RGMMBench",0.024315917,500,0.02
"mixtools",0.002085219,500,0.02
"Rmixmod",0.003811084,500,0.02
"otrimle",0.290263166,500,0.02
"EMCluster",0.002742901,500,0.02
"bgmm",0.003022967,500,0.02
"flexmix",0.010856259,500,0.02
"DCEM",0.031213705,500,0.02
"GMKMcharlie",0.004189533,500,0.02
"mclust",0.001197905,500,0.02
"RGMMBench",0.024074353,500,0.02
"mixtools",0.002243215,500,0.02
"Rmixmod",0.005148009,500,0.02
"otrimle",0.259492021,500,0.02
"EMCluster",0.002701524,500,0.02
"bgmm",0.002974275,500,0.02
"flexmix",0.010288755,500,0.02
"DCEM",0.031294297,500,0.02
"GMKMcharlie",0.00412393,500,0.02
"mclust",0.001272755,500,0.02
"RGMMBench",0.024165384,500,0.02
"mixtools",0.002265507,500,0.02
"Rmixmod",0.004131564,500,0.02
"otrimle",0.245035004,500,0.02
"EMCluster",0.00261909,500,0.02
"bgmm",0.002872204,500,0.02
"flexmix",0.010121482,500,0.02
"DCEM",0.030965149,500,0.02
"GMKMcharlie",0.004040684,500,0.02
"mclust",0.001308773,500,0.02
"RGMMBench",0.024089832,500,0.02
"mixtools",0.002358401,500,0.02
"Rmixmod",0.004368228,500,0.02
"otrimle",0.252697286,500,0.02
"EMCluster",0.002622316,500,0.02
"bgmm",0.002927657,500,0.02
"flexmix",0.010109128,500,0.02
"DCEM",0.03102395,500,0.02
"GMKMcharlie",0.004079657,500,0.02
"mclust",0.001099231,500,0.02
"RGMMBench",0.024039207,500,0.02
"mixtools",0.002811019,500,0.02
"Rmixmod",0.004442346,500,0.02
"otrimle",0.264811823,500,0.02
"EMCluster",0.002743482,500,0.02
"bgmm",0.002876692,500,0.02
"flexmix",0.010359617,500,0.02
"DCEM",0.031065927,500,0.02
"GMKMcharlie",0.004072534,500,0.02
"mclust",0.001310987,500,0.02
"RGMMBench",0.023982812,500,0.02
"mixtools",0.002303237,500,0.02
"Rmixmod",0.004384399,500,0.02
"otrimle",0.259430778,500,0.02
"EMCluster",0.002772026,500,0.02
"bgmm",0.002912088,500,0.02
"flexmix",0.010896313,500,0.02
"DCEM",0.032153877,500,0.02
"GMKMcharlie",0.00423636,500,0.02
"mclust",0.001175484,500,0.02
"RGMMBench",0.024528183,500,0.02
"mixtools",0.002271588,500,0.02
"Rmixmod",0.004279582,500,0.02
"otrimle",0.251417979,500,0.02
"EMCluster",0.002603659,500,0.02
"bgmm",0.002881971,500,0.02
"flexmix",0.010127052,500,0.02
"DCEM",0.031048585,500,0.02
"GMKMcharlie",0.004040323,500,0.02
"mclust",0.001070437,500,0.02
"RGMMBench",0.024107175,500,0.02
"mixtools",0.002257451,500,0.02
"Rmixmod",0.004313334,500,0.02
"otrimle",0.262792699,500,0.02
"EMCluster",0.002726611,500,0.02
"bgmm",0.002870952,500,0.02
"flexmix",0.01080938,500,0.02
"DCEM",0.032476552,500,0.02
"GMKMcharlie",0.00399638,500,0.02
"mclust",0.001172547,500,0.02
"RGMMBench",0.024336535,500,0.02
"mixtools",0.002218008,500,0.02
"Rmixmod",0.004146463,500,0.02
"otrimle",0.264776305,500,0.02
"EMCluster",0.002689141,500,0.02
